date,actual,baseline_pred,prophet_pred,sarima_pred,lgbm_pred,xgb_pred
2011-04-01,2227.0,,3121.9151250036307,,,
2011-04-02,2252.0,,2976.1149276282667,,,
2011-04-03,3249.0,,2515.7609496175905,,,
2011-04-04,3115.0,,2896.0762073222363,,,
2011-04-05,1795.0,,2896.591024013408,,,
2011-04-06,2808.0,,2901.6752399529887,,,
2011-04-07,3141.0,,3122.3556931540556,,,
2011-04-14,3267.0,,3148.6826092803058,,,
2011-04-15,3126.0,,3174.568957458458,,,
2011-04-17,3744.0,,2568.4147824930105,,,
2011-04-18,3429.0,,2948.7300404070556,,,
2011-05-05,4433.0,,3227.6633628701684,,,
2011-05-06,4608.0,,3253.549711306705,,,
2011-05-07,4714.0,,3107.749514112907,,,
2011-05-09,4362.0,,3027.710794163318,,,
2011-05-10,4803.0,,3028.2256110315966,,,
2011-09-16,4760.0,,3753.761148178972,,,
2011-10-06,4765.0,,3806.8555537308403,,,
2011-10-15,5217.0,,3713.2686230180043,,,
2011-10-16,5041.0,,3252.91464522395,,,
2011-10-17,4570.0,,3633.229903144911,,,
2011-11-01,4068.0,,3686.39878090716,,,
2011-11-04,4046.0,,3938.0498439991043,,,
2011-11-05,3926.0,,3792.249661832042,,,
2011-11-11,3368.0,,3964.3768669296574,,,
2011-11-12,4067.0,,3818.576685487254,,,
2011-11-13,3717.0,,3358.222723405115,,,
2011-11-14,4486.0,,3738.5379970401423,,,
2011-11-17,3053.0,,3964.817530763408,,,
2011-11-18,3392.0,,3990.703900790487,,,
2011-11-19,3663.0,,3844.9037252145954,,,
2011-12-01,3727.0,,4017.471668907032,,,
2011-12-02,3940.0,,4043.3580389330937,,,
2011-12-03,3614.0,,3897.576356621717,,,
2011-12-08,3322.0,,4043.909697560541,,,
2011-12-09,3620.0,,4069.814560850449,,,
2011-12-10,3190.0,,3924.0328785385664,,,
2011-12-11,2743.0,,3463.704616084223,,,
2011-12-12,3310.0,,3844.0455893452577,,,
2011-12-13,3523.0,,3844.586121593893,,,
2011-12-14,3740.0,,3849.6960531393574,,,
2011-12-16,3577.0,,4096.421851752465,,,
2011-12-17,2739.0,,3950.7011529445003,,,
2011-12-18,2431.0,,3490.4266735015995,,,
2011-12-19,3403.0,,3870.8214297733302,,,
2012-01-01,2294.0,,3544.56342580811,,,
2012-01-02,1951.0,,3924.986638957731,,,
2012-01-03,2236.0,,3925.6094110920953,,,
2012-01-04,2368.0,,3930.801582528172,,,
2012-01-05,3272.0,,4151.655321619484,,,
2012-01-06,4098.0,,4177.714955687012,,,
2012-01-07,4521.0,,4032.088044153453,,,
2012-01-08,3425.0,,3571.99201911572,,,
2012-01-09,2376.0,,3952.5652297950596,,,
2012-01-10,3598.0,,3953.3379994624283,,,
2012-01-13,3214.0,,4205.76287585464,,,
2012-01-14,2493.0,,4060.2990957367024,,,
2012-01-15,2311.0,,3600.281534978795,,,
2012-01-16,2298.0,,3980.9332099379417,,,
2012-01-18,3376.0,,3987.2050771283425,,,
2012-01-19,3292.0,,4208.252800203608,,,
2012-02-01,4579.0,,4045.0006876210296,,,
2012-02-02,3761.0,,4266.048410694948,,,
2012-02-03,4151.0,,4292.302028747106,,,
2012-02-05,2947.0,,3686.8866467301773,,,
2012-02-06,3784.0,,4067.57130111767,,,
2012-02-07,4375.0,,4068.4555144928154,,,
2012-02-09,3830.0,,4294.958977102255,,,
2012-02-10,3831.0,,4321.225644188518,,,
2012-02-11,2169.0,,4175.80576567352,,,
2012-02-12,1529.0,,3715.832106520065,,,
2012-02-13,3422.0,,4096.52768308313,,,
2012-02-14,3922.0,,4097.445728002013,,,
2012-02-15,4169.0,,4102.933172218118,,,
2012-02-17,4154.0,,4350.306430150976,,,
2012-02-18,4318.0,,4204.909461002592,,,
2012-02-19,2689.0,,3744.958719437711,,,
2012-03-01,4990.0,,4382.315980460749,,,
2012-03-02,3194.0,,4408.605565134628,,,
2012-03-03,4066.0,,4263.208604207122,,,
2012-03-04,3423.0,,3803.2578632098216,,,
2012-03-05,3333.0,,4183.976357927202,,,
2012-03-06,3956.0,,4184.894411633886,,,
2012-03-07,4916.0,,4190.381864635155,,,
2012-03-09,4569.0,,4437.755140114054,,,
2012-03-10,4118.0,,4292.35817974201,,,
2012-03-11,4911.0,,3832.407438731085,,,
2012-03-12,5298.0,,4213.125933435825,,,
2012-04-02,5936.0,,4300.57465997274,,,
2012-04-05,6457.0,,4528.063856919916,,,
2012-04-06,6460.0,,4554.353442152308,,,
2012-04-07,6857.0,,4408.956481782885,,,
2012-04-08,5169.0,,3949.005741084776,,,
2012-04-09,5585.0,,4329.724236102982,,,
2012-04-10,5918.0,,4330.642290109551,,,
2012-04-11,4862.0,,4336.129743412192,,,
2012-04-12,5409.0,,4557.213434804431,,,
2012-04-13,6398.0,,4583.503021172729,,,
2012-04-18,4367.0,,4365.27932687603,,,
2012-11-01,5986.0,,5402.55135527672,,,
2012-11-02,5847.0,,5428.840941799269,,,
2012-11-03,5138.0,,5283.443982722799,,,
2012-11-04,5107.0,,4823.493243006022,,,
2012-11-05,5259.0,,5204.211739006523,,,
2012-11-06,5686.0,,5205.129793993774,,,
2012-11-07,5035.0,,5210.617248279237,,,
2012-11-08,5315.0,,5431.700939825944,,,
2012-11-09,5992.0,,5457.990526350013,,,
2012-11-10,6536.0,,5312.593567271085,,,
2012-11-13,4094.0,,5234.279378544177,,,
2012-11-14,5495.0,,5239.766832828753,,,
2012-11-15,5445.0,,5460.850524375364,,,
2012-11-16,5698.0,,5487.14011090033,,,
2012-11-17,5629.0,,5341.743151820986,,,
2012-11-18,4669.0,,4881.792412104824,,,
2012-11-19,5499.0,,5262.51090810572,,,
2012-12-05,5729.0,,5327.215586478178,,,
2012-12-06,5375.0,,5548.299278024444,,,
2012-12-11,5501.0,3997.8333333333335,5350.8777167433245,,5565.458654693326,5384.564453125
2012-12-12,5319.0,4287.0,5356.365171027167,,5706.7039579381135,5318.79296875
2012-12-13,5532.0,4380.0,5577.448862573864,5305.925538914787,5664.650851568721,5508.02392578125
2012-12-14,5611.0,4285.0,5603.738449097171,5331.788577320555,5570.976405052537,5390.9189453125
2012-12-15,5047.0,4169.8421052631575,5458.341490018036,5316.787977994925,4904.140267782791,5209.4267578125
2012-12-18,5557.0,3997.8333333333335,5380.027301291286,5325.051099637291,4896.0454542389025,5117.84326171875
2012-12-19,5267.0,4287.0,5385.514755576508,5318.25700253666,5610.921235943469,5199.06396484375
2012-12-20,,4440.631578947368,5606.59844712372,5353.884772025267,5473.078544074507,5267.12646484375
2012-12-21,,4342.652173913043,5632.88803364635,5388.587047450974,5473.078544074507,5267.12646484375
2012-12-22,,4213.7,5487.49107456799,5277.082172870891,5473.078544074507,5267.12646484375
2012-12-23,,3494.0588235294117,5027.540334853034,5233.984937755799,5473.078544074507,5267.12646484375
2012-12-24,,3967.5555555555557,5408.258830853169,5298.678533976729,5473.078544074507,5267.12646484375
2012-12-25,,4216.571428571428,5409.176885839248,5357.3537935505465,5473.078544074507,5267.12646484375
2012-12-26,,4430.714285714285,5414.664340126374,5331.100033734051,5473.078544074507,5267.12646484375
