date,actual,baseline_pred,prophet_pred,sarima_pred,lgbm_pred,xgb_pred
2011-04-08,1471.0,,2360.777757169043,,,
2011-04-09,2455.0,,2287.5877741636154,,,
2011-04-10,2895.0,,2645.0622677332653,,,
2011-04-11,3348.0,,4079.9822047684984,,,
2011-04-12,2034.0,,3481.1416436255113,,,
2011-04-13,2162.0,,2361.8152433741334,,,
2011-04-16,795.0,,2546.425187704137,,,
2011-04-19,3204.0,,3976.8784076033908,,,
2011-05-01,3351.0,,3414.028291420409,,,
2011-05-02,4401.0,,3943.2181192190806,,,
2011-05-03,4451.0,,4217.102556495041,,,
2011-05-04,2633.0,,2971.1884272078073,,,
2011-05-08,4333.0,,4504.12019173348,,,
2011-05-11,4182.0,,4070.251826774571,,,
2011-05-12,4864.0,,3482.555684370116,,,
2011-05-13,4105.0,,2941.125216714633,,,
2011-05-14,3409.0,,2761.4722729021114,,,
2011-05-15,4553.0,,3194.7562326364364,,,
2011-05-16,3958.0,,3738.993031986465,,,
2011-05-17,4123.0,,3223.768708662706,,,
2011-05-18,3855.0,,2656.6402343780082,,,
2011-05-19,4575.0,,2982.9241064098146,,,
2011-06-12,4460.0,,4409.342454210697,,,
2011-06-16,3767.0,,4222.879434811706,,,
2011-06-17,4844.0,,4243.606391081517,,,
2011-06-19,4744.0,,4943.775664160627,,,
2011-07-06,4629.0,,4081.5321778810903,,,
2011-07-08,4040.0,,4340.845603342137,,,
2011-08-03,3574.0,,4695.1541888217735,,,
2011-08-04,4576.0,,4147.5398282899205,,,
2011-08-06,4294.0,,4585.4632350541,,,
2011-08-07,3785.0,,4636.185014561718,,,
2011-08-13,4150.0,,4652.817724514081,,,
2011-08-14,3820.0,,4032.632819019059,,,
2011-08-15,4338.0,,4651.73226244088,,,
2011-08-18,3805.0,,4815.005461919434,,,
2011-08-19,4153.0,,4550.635866549378,,,
2011-09-02,4727.0,,4422.127242386347,,,
2011-09-03,4484.0,,4728.88476520996,,,
2011-09-04,4940.0,,4658.314112227365,,,
2011-09-05,3351.0,,4247.928404515598,,,
2011-09-06,2710.0,,3056.0269668693254,,,
2011-09-07,1996.0,,2737.3731900531784,,,
2011-09-08,1842.0,,2856.683683037724,,,
2011-09-09,3544.0,,3413.162292331857,,,
2011-09-10,5345.0,,4492.951185023958,,,
2011-09-11,5046.0,,4671.328537837336,,,
2011-09-12,4713.0,,4781.632124710748,,,
2011-09-13,4763.0,,4524.015326822855,,,
2011-09-15,3659.0,,4115.629460523162,,,
2011-09-17,4511.0,,4179.061505862808,,,
2011-09-18,4274.0,,4329.523603192829,,,
2011-09-19,4539.0,,4505.659486500708,,,
2011-10-01,2429.0,,3742.536290349713,,,
2011-10-02,2918.0,,3285.9895612477485,,,
2011-10-03,3570.0,,3574.384608478684,,,
2011-10-04,4456.0,,4065.6270133926223,,,
2011-10-05,4826.0,,4299.495252679468,,,
2011-10-07,4985.0,,4374.21569695137,,,
2011-10-08,5409.0,,4462.928451649942,,,
2011-10-09,5511.0,,4318.78848041979,,,
2011-10-10,5117.0,,4386.874116833906,,,
2011-10-11,4563.0,,3756.883325722013,,,
2011-10-12,2416.0,,2749.919793807519,,,
2011-10-13,2913.0,,3103.8673981268003,,,
2011-10-14,3644.0,,4335.466875220811,,,
2011-10-18,4748.0,,4330.018951227375,,,
2011-10-19,2424.0,,2838.990801723911,,,
2011-11-02,4186.0,,3434.737491324933,,,
2011-11-03,3974.0,,3782.594726760113,,,
2011-11-06,3649.0,,3741.980488156571,,,
2011-11-07,4035.0,,3754.902304870563,,,
2011-11-08,4205.0,,3873.903426061685,,,
2011-11-09,4109.0,,3291.7059789950463,,,
2011-11-10,2933.0,,3029.153151359587,,,
2011-11-15,4195.0,,4506.743918708742,,,
2011-11-16,1817.0,,2447.7732223388957,,,
2011-12-04,3485.0,,3535.037256130344,,,
2011-12-05,3811.0,,3408.644738870821,,,
2011-12-06,2594.0,,2753.967055827141,,,
2011-12-07,705.0,,2122.871432676833,,,
2011-12-15,3709.0,,4408.385178250783,,,
2012-01-11,2177.0,,2570.66785240674,,,
2012-01-12,4097.0,,3347.9453249311728,,,
2012-01-17,2935.0,,4065.1458392505674,,,
2012-02-04,2832.0,,3588.8820980536602,,,
2012-02-08,2802.0,,3393.2155596761104,,,
2012-02-16,3005.0,,3578.554420299894,,,
2012-03-16,4378.0,,3783.608797752401,,,
2012-03-18,5892.0,,4215.721394039016,,,
2012-04-01,6041.0,,4941.743463671031,,,
